REF_DATE,CITY,PROVINCE,Type of fuel,VALUE
May-81,Halifax, Nova Scotia,Regular Unleaded,37.1
May-81,Saint John, New Brunswick,Regular Unleaded,36.0
May-81,Québec, Quebec,Regular Unleaded,38.6
May-81,Montréal, Quebec,Regular Unleaded,38.4
May-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,36.7
May-81,Toronto, Ontario,Regular Unleaded,37.1
May-81,Thunder Bay, Ontario,Regular Unleaded,36.6
May-81,Winnipeg, Manitoba,Regular Unleaded,32.7
May-81,Regina, Saskatchewan,Regular Unleaded,36.8
May-81,Saskatoon, Saskatchewan,Regular Unleaded,36.4
May-81,Edmonton, Alberta,Regular Unleaded,29.6
May-81,Calgary, Alberta,Regular Unleaded,30.7
May-81,Vancouver, British Columbia,Regular Unleaded,38.5
May-81,Victoria, British Columbia,Regular Unleaded,36.0
Jun-81,St. John's, Newfoundland and Labrador,Regular Unleaded,43.9
Jun-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,43.0
Jun-81,Halifax, Nova Scotia,Regular Unleaded,38.8
Jun-81,Saint John, New Brunswick,Regular Unleaded,37.8
Jun-81,Québec, Quebec,Regular Unleaded,40.7
Jun-81,Montréal, Quebec,Regular Unleaded,40.7
Jun-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,39.9
Jun-81,Toronto, Ontario,Regular Unleaded,40.1
Jun-81,Thunder Bay, Ontario,Regular Unleaded,39.6
Jun-81,Winnipeg, Manitoba,Regular Unleaded,38.5
Jun-81,Regina, Saskatchewan,Regular Unleaded,39.1
Jun-81,Saskatoon, Saskatchewan,Regular Unleaded,38.6
Jun-81,Edmonton, Alberta,Regular Unleaded,31.6
Jun-81,Calgary, Alberta,Regular Unleaded,32.4
Jun-81,Vancouver, British Columbia,Regular Unleaded,40.6
Jun-81,Victoria, British Columbia,Regular Unleaded,37.9
Jul-81,St. John's, Newfoundland and Labrador,Regular Unleaded,43.8
Jul-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,43.4
Jul-81,Halifax, Nova Scotia,Regular Unleaded,38.8
Jul-81,Saint John, New Brunswick,Regular Unleaded,38.6
Jul-81,Québec, Quebec,Regular Unleaded,41.1
Jul-81,Montréal, Quebec,Regular Unleaded,41.0
Jul-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,40.5
Jul-81,Toronto, Ontario,Regular Unleaded,40.9
Jul-81,Thunder Bay, Ontario,Regular Unleaded,40.2
Jul-81,Winnipeg, Manitoba,Regular Unleaded,38.5
Jul-81,Regina, Saskatchewan,Regular Unleaded,39.4
Jul-81,Saskatoon, Saskatchewan,Regular Unleaded,38.9
Jul-81,Edmonton, Alberta,Regular Unleaded,31.8
Jul-81,Calgary, Alberta,Regular Unleaded,32.2
Jul-81,Vancouver, British Columbia,Regular Unleaded,40.2
Jul-81,Victoria, British Columbia,Regular Unleaded,37.7
Aug-81,St. John's, Newfoundland and Labrador,Regular Unleaded,43.8
Aug-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,43.4
Aug-81,Halifax, Nova Scotia,Regular Unleaded,38.8
Aug-81,Saint John, New Brunswick,Regular Unleaded,38.8
Aug-81,Québec, Quebec,Regular Unleaded,41.1
Aug-81,Montréal, Quebec,Regular Unleaded,41.0
Aug-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,40.3
Aug-81,Toronto, Ontario,Regular Unleaded,40.9
Aug-81,Thunder Bay, Ontario,Regular Unleaded,40.3
Aug-81,Winnipeg, Manitoba,Regular Unleaded,38.5
Aug-81,Regina, Saskatchewan,Regular Unleaded,39.3
Aug-81,Saskatoon, Saskatchewan,Regular Unleaded,39.0
Aug-81,Edmonton, Alberta,Regular Unleaded,31.0
Aug-81,Calgary, Alberta,Regular Unleaded,32.0
Aug-81,Vancouver, British Columbia,Regular Unleaded,39.7
Aug-81,Victoria, British Columbia,Regular Unleaded,37.7
Sep-81,St. John's, Newfoundland and Labrador,Regular Unleaded,45.9
Sep-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,45.0
Sep-81,Halifax, Nova Scotia,Regular Unleaded,40.4
Sep-81,Saint John, New Brunswick,Regular Unleaded,40.4
Sep-81,Québec, Quebec,Regular Unleaded,42.6
Sep-81,Montréal, Quebec,Regular Unleaded,42.3
Sep-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,41.7
Sep-81,Toronto, Ontario,Regular Unleaded,42.2
Sep-81,Thunder Bay, Ontario,Regular Unleaded,41.8
Sep-81,Winnipeg, Manitoba,Regular Unleaded,39.9
Sep-81,Regina, Saskatchewan,Regular Unleaded,40.6
Sep-81,Saskatoon, Saskatchewan,Regular Unleaded,40.0
Sep-81,Edmonton, Alberta,Regular Unleaded,33.3
Sep-81,Calgary, Alberta,Regular Unleaded,34.5
Sep-81,Vancouver, British Columbia,Regular Unleaded,42.0
Sep-81,Victoria, British Columbia,Regular Unleaded,39.4
Oct-81,St. John's, Newfoundland and Labrador,Regular Unleaded,45.9
Oct-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,45.6
Oct-81,Halifax, Nova Scotia,Regular Unleaded,40.4
Oct-81,Saint John, New Brunswick,Regular Unleaded,40.7
Oct-81,Québec, Quebec,Regular Unleaded,43.0
Oct-81,Montréal, Quebec,Regular Unleaded,42.5
Oct-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,42.0
Oct-81,Toronto, Ontario,Regular Unleaded,42.7
Oct-81,Thunder Bay, Ontario,Regular Unleaded,42.1
Oct-81,Winnipeg, Manitoba,Regular Unleaded,39.6
Oct-81,Regina, Saskatchewan,Regular Unleaded,41.1
Oct-81,Saskatoon, Saskatchewan,Regular Unleaded,40.3
Oct-81,Edmonton, Alberta,Regular Unleaded,33.7
Oct-81,Calgary, Alberta,Regular Unleaded,34.7
Oct-81,Vancouver, British Columbia,Regular Unleaded,42.2
Oct-81,Victoria, British Columbia,Regular Unleaded,39.6
Nov-81,St. John's, Newfoundland and Labrador,Regular Unleaded,46.3
Nov-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,45.6
Nov-81,Halifax, Nova Scotia,Regular Unleaded,40.4
Nov-81,Saint John, New Brunswick,Regular Unleaded,40.8
Nov-81,Québec, Quebec,Regular Unleaded,43.0
Nov-81,Montréal, Quebec,Regular Unleaded,42.8
Nov-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,42.0
Nov-81,Toronto, Ontario,Regular Unleaded,42.6
Nov-81,Thunder Bay, Ontario,Regular Unleaded,42.2
Nov-81,Winnipeg, Manitoba,Regular Unleaded,38.7
Nov-81,Regina, Saskatchewan,Regular Unleaded,41.1
Nov-81,Saskatoon, Saskatchewan,Regular Unleaded,40.4
Nov-81,Edmonton, Alberta,Regular Unleaded,34.0
Nov-81,Calgary, Alberta,Regular Unleaded,34.7
Nov-81,Vancouver, British Columbia,Regular Unleaded,42.2
Nov-81,Victoria, British Columbia,Regular Unleaded,39.4
Dec-81,St. John's, Newfoundland and Labrador,Regular Unleaded,46.9
Dec-81,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,46.1
Dec-81,Halifax, Nova Scotia,Regular Unleaded,40.9
Dec-81,Saint John, New Brunswick,Regular Unleaded,41.3
Dec-81,Québec, Quebec,Regular Unleaded,50.6
Dec-81,Montréal, Quebec,Regular Unleaded,50.3
Dec-81,Ottawa-Gatineau, Ontario part,Regular Unleaded,42.2
Dec-81,Toronto, Ontario,Regular Unleaded,43.3
Dec-81,Thunder Bay, Ontario,Regular Unleaded,42.3
Dec-81,Winnipeg, Manitoba,Regular Unleaded,38.7
Dec-81,Regina, Saskatchewan,Regular Unleaded,41.7
Dec-81,Saskatoon, Saskatchewan,Regular Unleaded,41.0
Dec-81,Edmonton, Alberta,Regular Unleaded,34.6
Dec-81,Calgary, Alberta,Regular Unleaded,35.0
Dec-81,Vancouver, British Columbia,Regular Unleaded,42.6
Dec-81,Victoria, British Columbia,Regular Unleaded,39.8
Jan-82,St. John's, Newfoundland and Labrador,Regular Unleaded,46.9
Jan-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,46.4
Jan-82,Halifax, Nova Scotia,Regular Unleaded,40.9
Jan-82,Saint John, New Brunswick,Regular Unleaded,41.1
Jan-82,Québec, Quebec,Regular Unleaded,50.7
Jan-82,Montréal, Quebec,Regular Unleaded,50.1
Jan-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,42.2
Jan-82,Toronto, Ontario,Regular Unleaded,43.8
Jan-82,Thunder Bay, Ontario,Regular Unleaded,42.7
Jan-82,Winnipeg, Manitoba,Regular Unleaded,38.3
Jan-82,Regina, Saskatchewan,Regular Unleaded,41.7
Jan-82,Saskatoon, Saskatchewan,Regular Unleaded,41.1
Jan-82,Edmonton, Alberta,Regular Unleaded,34.4
Jan-82,Calgary, Alberta,Regular Unleaded,35.2
Jan-82,Vancouver, British Columbia,Regular Unleaded,42.9
Jan-82,Victoria, British Columbia,Regular Unleaded,40.1
Feb-82,St. John's, Newfoundland and Labrador,Regular Unleaded,46.9
Feb-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,46.4
Feb-82,Halifax, Nova Scotia,Regular Unleaded,40.9
Feb-82,Saint John, New Brunswick,Regular Unleaded,41.2
Feb-82,Québec, Quebec,Regular Unleaded,50.7
Feb-82,Montréal, Quebec,Regular Unleaded,49.6
Feb-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,42.2
Feb-82,Toronto, Ontario,Regular Unleaded,43.4
Feb-82,Thunder Bay, Ontario,Regular Unleaded,42.1
Feb-82,Winnipeg, Manitoba,Regular Unleaded,37.8
Feb-82,Regina, Saskatchewan,Regular Unleaded,41.7
Feb-82,Saskatoon, Saskatchewan,Regular Unleaded,41.3
Feb-82,Edmonton, Alberta,Regular Unleaded,34.4
Feb-82,Calgary, Alberta,Regular Unleaded,35.2
Feb-82,Vancouver, British Columbia,Regular Unleaded,42.5
Feb-82,Victoria, British Columbia,Regular Unleaded,40.4
Mar-82,St. John's, Newfoundland and Labrador,Regular Unleaded,49.8
Mar-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.2
Mar-82,Halifax, Nova Scotia,Regular Unleaded,43.8
Mar-82,Saint John, New Brunswick,Regular Unleaded,43.9
Mar-82,Québec, Quebec,Regular Unleaded,51.2
Mar-82,Montréal, Quebec,Regular Unleaded,50.2
Mar-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,44.8
Mar-82,Toronto, Ontario,Regular Unleaded,45.6
Mar-82,Thunder Bay, Ontario,Regular Unleaded,44.2
Mar-82,Winnipeg, Manitoba,Regular Unleaded,42.5
Mar-82,Regina, Saskatchewan,Regular Unleaded,44.2
Mar-82,Saskatoon, Saskatchewan,Regular Unleaded,43.9
Mar-82,Edmonton, Alberta,Regular Unleaded,36.7
Mar-82,Calgary, Alberta,Regular Unleaded,37.4
Mar-82,Vancouver, British Columbia,Regular Unleaded,44.3
Mar-82,Victoria, British Columbia,Regular Unleaded,42.3
Apr-82,St. John's, Newfoundland and Labrador,Regular Unleaded,49.9
Apr-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.7
Apr-82,Halifax, Nova Scotia,Regular Unleaded,43.8
Apr-82,Saint John, New Brunswick,Regular Unleaded,44.4
Apr-82,Québec, Quebec,Regular Unleaded,51.9
Apr-82,Montréal, Quebec,Regular Unleaded,50.6
Apr-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,44.7
Apr-82,Toronto, Ontario,Regular Unleaded,45.2
Apr-82,Thunder Bay, Ontario,Regular Unleaded,44.4
Apr-82,Winnipeg, Manitoba,Regular Unleaded,40.1
Apr-82,Regina, Saskatchewan,Regular Unleaded,44.1
Apr-82,Saskatoon, Saskatchewan,Regular Unleaded,43.9
Apr-82,Edmonton, Alberta,Regular Unleaded,36.5
Apr-82,Calgary, Alberta,Regular Unleaded,37.2
Apr-82,Vancouver, British Columbia,Regular Unleaded,44.2
Apr-82,Victoria, British Columbia,Regular Unleaded,42.3
May-82,St. John's, Newfoundland and Labrador,Regular Unleaded,50.2
May-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.7
May-82,Halifax, Nova Scotia,Regular Unleaded,46.9
May-82,Saint John, New Brunswick,Regular Unleaded,44.6
May-82,Québec, Quebec,Regular Unleaded,53.5
May-82,Montréal, Quebec,Regular Unleaded,52.8
May-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,46.2
May-82,Toronto, Ontario,Regular Unleaded,45.3
May-82,Thunder Bay, Ontario,Regular Unleaded,44.8
May-82,Winnipeg, Manitoba,Regular Unleaded,42.8
May-82,Regina, Saskatchewan,Regular Unleaded,37.6
May-82,Saskatoon, Saskatchewan,Regular Unleaded,37.5
May-82,Edmonton, Alberta,Regular Unleaded,36.1
May-82,Calgary, Alberta,Regular Unleaded,35.8
May-82,Vancouver, British Columbia,Regular Unleaded,44.2
May-82,Victoria, British Columbia,Regular Unleaded,42.3
Jun-82,St. John's, Newfoundland and Labrador,Regular Unleaded,50.3
Jun-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.7
Jun-82,Halifax, Nova Scotia,Regular Unleaded,46.9
Jun-82,Saint John, New Brunswick,Regular Unleaded,44.5
Jun-82,Québec, Quebec,Regular Unleaded,53.3
Jun-82,Montréal, Quebec,Regular Unleaded,52.9
Jun-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,46.3
Jun-82,Toronto, Ontario,Regular Unleaded,44.6
Jun-82,Thunder Bay, Ontario,Regular Unleaded,44.9
Jun-82,Winnipeg, Manitoba,Regular Unleaded,42.2
Jun-82,Regina, Saskatchewan,Regular Unleaded,37.4
Jun-82,Saskatoon, Saskatchewan,Regular Unleaded,37.5
Jun-82,Edmonton, Alberta,Regular Unleaded,37.1
Jun-82,Calgary, Alberta,Regular Unleaded,37.7
Jun-82,Vancouver, British Columbia,Regular Unleaded,44.8
Jun-82,Victoria, British Columbia,Regular Unleaded,42.6
Jul-82,St. John's, Newfoundland and Labrador,Regular Unleaded,50.3
Jul-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.7
Jul-82,Halifax, Nova Scotia,Regular Unleaded,46.9
Jul-82,Saint John, New Brunswick,Regular Unleaded,44.5
Jul-82,Québec, Quebec,Regular Unleaded,53.0
Jul-82,Montréal, Quebec,Regular Unleaded,52.8
Jul-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,46.3
Jul-82,Toronto, Ontario,Regular Unleaded,44.4
Jul-82,Thunder Bay, Ontario,Regular Unleaded,44.4
Jul-82,Winnipeg, Manitoba,Regular Unleaded,39.4
Jul-82,Regina, Saskatchewan,Regular Unleaded,37.4
Jul-82,Saskatoon, Saskatchewan,Regular Unleaded,37.5
Jul-82,Edmonton, Alberta,Regular Unleaded,37.1
Jul-82,Calgary, Alberta,Regular Unleaded,37.8
Jul-82,Vancouver, British Columbia,Regular Unleaded,45.5
Jul-82,Victoria, British Columbia,Regular Unleaded,43.2
Aug-82,St. John's, Newfoundland and Labrador,Regular Unleaded,50.0
Aug-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,49.7
Aug-82,Halifax, Nova Scotia,Regular Unleaded,46.9
Aug-82,Saint John, New Brunswick,Regular Unleaded,44.3
Aug-82,Québec, Quebec,Regular Unleaded,54.4
Aug-82,Montréal, Quebec,Regular Unleaded,54.3
Aug-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,46.1
Aug-82,Toronto, Ontario,Regular Unleaded,45.5
Aug-82,Thunder Bay, Ontario,Regular Unleaded,44.6
Aug-82,Winnipeg, Manitoba,Regular Unleaded,38.8
Aug-82,Regina, Saskatchewan,Regular Unleaded,37.4
Aug-82,Saskatoon, Saskatchewan,Regular Unleaded,37.5
Aug-82,Edmonton, Alberta,Regular Unleaded,37.1
Aug-82,Calgary, Alberta,Regular Unleaded,37.6
Aug-82,Vancouver, British Columbia,Regular Unleaded,45.6
Aug-82,Victoria, British Columbia,Regular Unleaded,43.2
Sep-82,St. John's, Newfoundland and Labrador,Regular Unleaded,52.9
Sep-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,52.2
Sep-82,Halifax, Nova Scotia,Regular Unleaded,49.9
Sep-82,Saint John, New Brunswick,Regular Unleaded,46.7
Sep-82,Québec, Quebec,Regular Unleaded,56.7
Sep-82,Montréal, Quebec,Regular Unleaded,56.7
Sep-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,48.4
Sep-82,Toronto, Ontario,Regular Unleaded,47.6
Sep-82,Thunder Bay, Ontario,Regular Unleaded,47.7
Sep-82,Winnipeg, Manitoba,Regular Unleaded,43.1
Sep-82,Regina, Saskatchewan,Regular Unleaded,39.7
Sep-82,Saskatoon, Saskatchewan,Regular Unleaded,40.0
Sep-82,Edmonton, Alberta,Regular Unleaded,39.2
Sep-82,Calgary, Alberta,Regular Unleaded,40.1
Sep-82,Vancouver, British Columbia,Regular Unleaded,47.8
Sep-82,Victoria, British Columbia,Regular Unleaded,45.3
Oct-82,St. John's, Newfoundland and Labrador,Regular Unleaded,53.2
Oct-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,52.6
Oct-82,Halifax, Nova Scotia,Regular Unleaded,49.8
Oct-82,Saint John, New Brunswick,Regular Unleaded,47.2
Oct-82,Québec, Quebec,Regular Unleaded,56.1
Oct-82,Montréal, Quebec,Regular Unleaded,56.6
Oct-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,48.1
Oct-82,Toronto, Ontario,Regular Unleaded,47.0
Oct-82,Thunder Bay, Ontario,Regular Unleaded,44.5
Oct-82,Winnipeg, Manitoba,Regular Unleaded,39.3
Oct-82,Regina, Saskatchewan,Regular Unleaded,39.5
Oct-82,Saskatoon, Saskatchewan,Regular Unleaded,39.7
Oct-82,Edmonton, Alberta,Regular Unleaded,36.2
Oct-82,Calgary, Alberta,Regular Unleaded,38.2
Oct-82,Vancouver, British Columbia,Regular Unleaded,46.4
Oct-82,Victoria, British Columbia,Regular Unleaded,43.2
Nov-82,St. John's, Newfoundland and Labrador,Regular Unleaded,53.3
Nov-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,52.6
Nov-82,Halifax, Nova Scotia,Regular Unleaded,49.9
Nov-82,Saint John, New Brunswick,Regular Unleaded,47.3
Nov-82,Québec, Quebec,Regular Unleaded,57.3
Nov-82,Montréal, Quebec,Regular Unleaded,57.6
Nov-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,49.0
Nov-82,Toronto, Ontario,Regular Unleaded,48.3
Nov-82,Thunder Bay, Ontario,Regular Unleaded,45.5
Nov-82,Winnipeg, Manitoba,Regular Unleaded,43.2
Nov-82,Regina, Saskatchewan,Regular Unleaded,33.4
Nov-82,Saskatoon, Saskatchewan,Regular Unleaded,34.8
Nov-82,Edmonton, Alberta,Regular Unleaded,33.7
Nov-82,Calgary, Alberta,Regular Unleaded,39.2
Nov-82,Vancouver, British Columbia,Regular Unleaded,45.3
Nov-82,Victoria, British Columbia,Regular Unleaded,44.2
Dec-82,St. John's, Newfoundland and Labrador,Regular Unleaded,53.3
Dec-82,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,52.9
Dec-82,Halifax, Nova Scotia,Regular Unleaded,49.9
Dec-82,Saint John, New Brunswick,Regular Unleaded,47.3
Dec-82,Québec, Quebec,Regular Unleaded,56.0
Dec-82,Montréal, Quebec,Regular Unleaded,57.5
Dec-82,Ottawa-Gatineau, Ontario part,Regular Unleaded,48.3
Dec-82,Toronto, Ontario,Regular Unleaded,48.4
Dec-82,Thunder Bay, Ontario,Regular Unleaded,44.2
Dec-82,Winnipeg, Manitoba,Regular Unleaded,46.0
Dec-82,Regina, Saskatchewan,Regular Unleaded,36.3
Dec-82,Saskatoon, Saskatchewan,Regular Unleaded,37.8
Dec-82,Edmonton, Alberta,Regular Unleaded,33.1
Dec-82,Calgary, Alberta,Regular Unleaded,35.5
Dec-82,Vancouver, British Columbia,Regular Unleaded,42.4
Dec-82,Victoria, British Columbia,Regular Unleaded,39.3
Jan-83,St. John's, Newfoundland and Labrador,Regular Unleaded,52.4
Jan-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,51.5
Jan-83,Halifax, Nova Scotia,Regular Unleaded,48.4
Jan-83,Saint John, New Brunswick,Regular Unleaded,46.0
Jan-83,Québec, Quebec,Regular Unleaded,54.7
Jan-83,Montréal, Quebec,Regular Unleaded,53.9
Jan-83,Ottawa-Gatineau, Ontario part,Regular Unleaded,46.8
Jan-83,Toronto, Ontario,Regular Unleaded,47.9
Jan-83,Thunder Bay, Ontario,Regular Unleaded,39.9
Jan-83,Winnipeg, Manitoba,Regular Unleaded,37.7
Jan-83,Regina, Saskatchewan,Regular Unleaded,34.9
Jan-83,Saskatoon, Saskatchewan,Regular Unleaded,37.6
Jan-83,Edmonton, Alberta,Regular Unleaded,36.4
Jan-83,Calgary, Alberta,Regular Unleaded,37.8
Jan-83,Vancouver, British Columbia,Regular Unleaded,44.5
Jan-83,Victoria, British Columbia,Regular Unleaded,41.3
Feb-83,St. John's, Newfoundland and Labrador,Regular Unleaded,52.0
Feb-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,50.9
Feb-83,Halifax, Nova Scotia,Regular Unleaded,48.3
Feb-83,Saint John, New Brunswick,Regular Unleaded,46.0
Feb-83,Québec, Quebec,Regular Unleaded,50.4
Feb-83,Montréal, Quebec,Regular Unleaded,50.8
Feb-83,Ottawa-Gatineau, Ontario part,Regular Unleaded,39.9
Feb-83,Toronto, Ontario,Regular Unleaded,45.3
Feb-83,Thunder Bay, Ontario,Regular Unleaded,39.6
Feb-83,Winnipeg, Manitoba,Regular Unleaded,44.1
Feb-83,Regina, Saskatchewan,Regular Unleaded,37.6
Feb-83,Saskatoon, Saskatchewan,Regular Unleaded,37.6
Feb-83,Edmonton, Alberta,Regular Unleaded,33.7
Feb-83,Calgary, Alberta,Regular Unleaded,37.0
Feb-83,Vancouver, British Columbia,Regular Unleaded,41.6
Feb-83,Victoria, British Columbia,Regular Unleaded,42.2
Mar-83,St. John's, Newfoundland and Labrador,Regular Unleaded,55.4
Mar-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,54.3
Mar-83,Halifax, Nova Scotia,Regular Unleaded,51.3
Mar-83,Saint John, New Brunswick,Regular Unleaded,49.5
Mar-83,Québec, Quebec,Regular Unleaded,57.6
Mar-83,Montréal, Quebec,Regular Unleaded,57.2
Mar-83,Ottawa-Gatineau, Ontario part,Regular Unleaded,48.9
Mar-83,Toronto, Ontario,Regular Unleaded,48.0
Mar-83,Thunder Bay, Ontario,Regular Unleaded,50.7
Mar-83,Winnipeg, Manitoba,Regular Unleaded,45.9
Mar-83,Regina, Saskatchewan,Regular Unleaded,40.8
Mar-83,Saskatoon, Saskatchewan,Regular Unleaded,41.1
Mar-83,Edmonton, Alberta,Regular Unleaded,40.2
Mar-83,Calgary, Alberta,Regular Unleaded,41.3
Mar-83,Vancouver, British Columbia,Regular Unleaded,49.7
Mar-83,Victoria, British Columbia,Regular Unleaded,46.5
Apr-83,St. John's, Newfoundland and Labrador,Regular Unleaded,56.0
Apr-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,54.9
Apr-83,Halifax, Nova Scotia,Regular Unleaded,51.3
Apr-83,Saint John, New Brunswick,Regular Unleaded,49.8
Apr-83,Québec, Quebec,Regular Unleaded,56.4
Apr-83,Montréal, Quebec,Regular Unleaded,55.2
Apr-83,Ottawa-Gatineau, Ontario part,Regular Unleaded,43.9
Apr-83,Toronto, Ontario,Regular Unleaded,40.3
Apr-83,Thunder Bay, Ontario,Regular Unleaded,44.4
Apr-83,Winnipeg, Manitoba,Regular Unleaded,49.5
Apr-83,Regina, Saskatchewan,Regular Unleaded,40.6
Apr-83,Saskatoon, Saskatchewan,Regular Unleaded,41.1
Apr-83,Edmonton, Alberta,Regular Unleaded,41.3
Apr-83,Calgary, Alberta,Regular Unleaded,42.2
Apr-83,Vancouver, British Columbia,Regular Unleaded,49.9
Apr-83,Victoria, British Columbia,Regular Unleaded,47.6
May-83,St. John's, Newfoundland and Labrador,Regular Unleaded,55.7
May-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,54.9
May-83,Halifax, Nova Scotia,Regular Unleaded,51.2
May-83,Saint John, New Brunswick,Regular Unleaded,51.4
May-83,Québec, Quebec,Regular Unleaded,53.1
May-83,Montréal, Quebec,Regular Unleaded,53.2
May-83,Ottawa-Gatineau, Ontario part,Regular Unleaded,37.2
May-83,Toronto, Ontario,Regular Unleaded,34.1
May-83,Thunder Bay, Ontario,Regular Unleaded,26.4
May-83,Winnipeg, Manitoba,Regular Unleaded,49.5
May-83,Regina, Saskatchewan,Regular Unleaded,41.6
May-83,Saskatoon, Saskatchewan,Regular Unleaded,42.3
May-83,Edmonton, Alberta,Regular Unleaded,40.4
May-83,Calgary, Alberta,Regular Unleaded,42.2
May-83,Vancouver, British Columbia,Regular Unleaded,45.5
May-83,Victoria, British Columbia,Regular Unleaded,46.0
Jun-83,St. John's, Newfoundland and Labrador,Regular Unleaded,55.7
Jun-83,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,54.8
Jun-83,Halifax, Nova Scotia,Regular Unleaded,51.8
Jun-83,Saint John, New Brunswick,Regular Unleaded,51.5
Jun-83,Québec, Quebec,Regular Unleaded,57.9
