REF_DATE,CITY,PROVINCE,PROVINCES,Type of fuel,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
Jan-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26
Jan-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,24.6
Jan-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,23.4
Jan-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.2
Jan-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,22.6
Jan-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.6
Jan-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,22.8
Jan-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23
Jan-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,22.7
Jan-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,22
Jan-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,22.8
Jan-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,22.7
Jan-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.3
Jan-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,18.7
Jan-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,21.8
Feb-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.2
Feb-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,24.8
Feb-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,23.6
Feb-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.6
Feb-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,22.7
Feb-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.6
Feb-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,22.8
Feb-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.2
Feb-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,22.7
Feb-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,20.9
Feb-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,22.8
Feb-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,22.9
Feb-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.5
Feb-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,18.9
Feb-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,21.7
Mar-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.2
Mar-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,24.9
Mar-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,23.5
Mar-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.6
Mar-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,22.8
Mar-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.7
Mar-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,22.9
Mar-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.2
Mar-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,22.9
Mar-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,19.6
Mar-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,22.7
Mar-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,22.9
Mar-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.4
Mar-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,18.9
Mar-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,22.2
Apr-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.3
Apr-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,25.1
Apr-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,23.9
Apr-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.8
Apr-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,23
Apr-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.7
Apr-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,23.6
Apr-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.4
Apr-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,23.4
Apr-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,20.4
Apr-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,21.1
Apr-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,23.1
Apr-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.4
Apr-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,19.1
Apr-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,22.7
May-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.5
May-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,25.3
May-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,24
May-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.9
May-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,23.2
May-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.9
May-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,23.5
May-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.4
May-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,23
May-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,22.4
May-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,22.7
May-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,23.2
May-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.6
May-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,19.2
May-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,22.7
Jun-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.5
Jun-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,25.4
Jun-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,24
Jun-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,23.9
Jun-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,23.3
Jun-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,22.9
Jun-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,21.3
Jun-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.2
Jun-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,22.6
Jun-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,22.6
Jun-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,21.9
Jun-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,23
Jun-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.6
Jun-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,19
Jun-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,22.7
Jul-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.7
Jul-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,25.5
Jul-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,24
Jul-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,24.2
Jul-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,23.8
Jul-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,23.6
Jul-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,23.6
Jul-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.7
Jul-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,24.1
Jul-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,22.8
Jul-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,23
Jul-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,23.4
Jul-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.8
Jul-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,19.1
Jul-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,22.9
Aug-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,26.9
Aug-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,25.6
Aug-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,24.5
Aug-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,24.2
Aug-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,24.2
Aug-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,23.9
Aug-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,23.9
Aug-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,23.8
Aug-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,24.2
Aug-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,21
Aug-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,23
Aug-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,23.4
Aug-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,18.8
Aug-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,19.2
Aug-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,23.2
Sep-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,28.3
Sep-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,26.7
Sep-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,25.4
Sep-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.3
Sep-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,25.3
Sep-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,25.1
Sep-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,25.1
Sep-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,25.1
Sep-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,25.8
Sep-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,24.6
Sep-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,25.1
Sep-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,25.1
Sep-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,19.7
Sep-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,20.3
Sep-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,24.3
Oct-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,28.6
Oct-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,26.9
Oct-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,25.4
Oct-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.3
Oct-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,25.6
Oct-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,25.3
Oct-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,25.3
Oct-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,25.6
Oct-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,25.8
Oct-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,24.8
Oct-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,25.1
Oct-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,25.4
Oct-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,19.8
Oct-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,20.5
Oct-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,24.4
Nov-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,28.9
Nov-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,27.2
Nov-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,26.3
Nov-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.6
Nov-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,26
Nov-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,25.7
Nov-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,25.9
Nov-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,25.9
Nov-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,26
Nov-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,24.9
Nov-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,25.4
Nov-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,25.6
Nov-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,20.1
Nov-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,20.9
Nov-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,24.5
Dec-79,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,29.6
Dec-79,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,27.8
Dec-79,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,26.2
Dec-79,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.9
Dec-79,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,26.6
Dec-79,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,26.3
Dec-79,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,26.7
Dec-79,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,26.7
Dec-79,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,26.6
Dec-79,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,25.5
Dec-79,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,26
Dec-79,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,26.3
Dec-79,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,20.9
Dec-79,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,21.5
Dec-79,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,25.4
Jan-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,30.2
Jan-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,27.8
Jan-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,26.2
Jan-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.9
Jan-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,26.6
Jan-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,26.3
Jan-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,26.8
Jan-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,26.7
Jan-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,26.7
Jan-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,25.4
Jan-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,26
Jan-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,26.3
Jan-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,21.3
Jan-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,21.3
Jan-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,25.6
Jan-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,23.8
Feb-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,30.2
Feb-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,27.8
Feb-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,26.6
Feb-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,25.9
Feb-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,26.6
Feb-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,26.5
Feb-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,26.9
Feb-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,26.9
Feb-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,26.7
Feb-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,25.5
Feb-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,25.9
Feb-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,26.2
Feb-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,21.3
Feb-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,21.3
Feb-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,25.6
Feb-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,24.3
Mar-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,30.8
Mar-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,28.9
Mar-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,27.8
Mar-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,26.7
Mar-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,27.6
Mar-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,27.4
Mar-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,27.6
Mar-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,27.7
Mar-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,27.6
Mar-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,26.2
Mar-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,26.8
Mar-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,27
Mar-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,21.9
Mar-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,22.2
Mar-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,26.5
Mar-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,25.3
Apr-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,31.1
Apr-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,29
Apr-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,27.9
Apr-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,26.7
Apr-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,28
Apr-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,27.6
Apr-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,27.7
Apr-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,28.1
Apr-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,27.7
Apr-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,26.4
Apr-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,26.7
Apr-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,27.3
Apr-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,21.9
Apr-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,22.2
Apr-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,27.3
Apr-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,25.3
May-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,31.8
May-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,29.7
May-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,28.4
May-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,27.2
May-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,28.4
May-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,28.2
May-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,28.1
May-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,28.4
May-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,28.1
May-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,26.8
May-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,27.3
May-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,27.6
May-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,22.3
May-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,22.9
May-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,27.7
May-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,25.8
Jun-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,31.8
Jun-80,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,30.1
Jun-80,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,28.4
Jun-80,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,27.3
Jun-80,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,28.4
Jun-80,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,28
Jun-80,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,28.2
Jun-80,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,28.5
Jun-80,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,28.1
Jun-80,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,26.8
Jun-80,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,27.3
Jun-80,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,27.6
Jun-80,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,22.4
Jun-80,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,23
Jun-80,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,27.9
Jun-80,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,25.8
Jul-80,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,32.4
